"name","samaksa","tips","statuss","vertejums","klase","garums","symb","latitude","longitude","desc","id","whatjson","apraksts","datums"
"Atpūtas vieta 'Suvenieki'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.83688,21.365221,"Atpūtas vieta 'Suvenieki' (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.840963,25.361418,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta Stembre","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.852732,21.237544,"Atpūtas vieta Stembre (upesoga.lv)","none","none",,
"Atpūtas vieta 'Saka'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.854326,21.20993,"Atpūtas vieta 'Saka' (upesoga.lv)","none","none",,
"Saka (atpūtas vieta)","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.854336,21.209873,"Saka (atpūtas vieta) (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.95738,23.54654,"Atpūtas vieta (upesoga.lv)","none","none",,
"Riežupes ietekas atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.00933,21.979187,"Riežupes ietekas atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.069639,22.291885,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.101168,22.113938,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas parks 'Rāmkalni'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.124994,24.658651,"Atpūtas parks 'Rāmkalni' (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.130714,24.564457,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta pie Carnikavas","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",57.133691,24.277486,"Labiekārtota atpūtas vieta Carnikavā, ir galdi, tualete, ugunskura vieta, varētu arī telti būvēt, bet jāņem vērā, cik tuvu pilsētai","atputa-carnikava","none",,
"Atpūtas vieta 'Zābakkalns'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.13448,24.689586,"Atpūtas vieta 'Zābakkalns' (upesoga.lv)","none","none",,
"Novadpētniecības muzejs","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.135243,24.272276,"Atpūtas vieta pie Novadpētniecības centra, ir zīme, ka teltot nedrīkst. Ugunskura vieta ir, bet arī teikts, ka paši nevar","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.141588,24.723388,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.143573,24.325504,"Ar auto īsti nevar, tusē vietējie, jābrauc cauri vasarnīcu rajonam. Vieta jau smuka, bet diez vai uz dullo tur prātīgi braukt teltot","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.146099,24.826017,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.149701,24.812485,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.151047,24.760731,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.15191,24.761706,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.165636,24.841872,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta 'Sigulda'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.17233,24.849424,"Atpūtas vieta 'Sigulda' (upesoga.lv)","none","none",,
"Atpūtas vieta 'Vējupīte'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.177749,24.863195,"Atpūtas vieta 'Vējupīte' (upesoga.lv)","none","none",,
"Atpūtas vieta 'Bērzi'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.213353,24.89406,"Atpūtas vieta 'Bērzi' (upesoga.lv)","none","none",,
"Latvijas valsts mežu atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.247253,21.414051,"Latvijas valsts mežu atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.477992,26.993115,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta 'Dziļezers'","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",57.49455,24.58051,"Atpūtas vietas uz Dziļezera salas","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.522233,21.89548,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.54616,26.690472,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.619051,25.695585,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.62064,25.885156,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.62117,25.840038,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.625112,26.248962,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.628275,25.740002,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.646913,24.651987,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.667919,25.97698,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta - labiekārtota pludmale","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.686684,24.358413,"Atpūtas vieta - labiekārtota pludmale (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.703031,26.103016,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.718202,24.435363,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta 'Vecsalaca'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.751099,24.401894,"Atpūtas vieta 'Vecsalaca' (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.75187,24.408344,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.754027,24.363858,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.783253,25.563409,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.82997,24.769904,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.832775,24.754968,"Viens bēdīgs galdiņš pie ceļa (Atpūtas vieta (upesoga.lv))","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.832775,24.755004,"Viens bēdīgs galdiņš pie ceļa. (Atpūtas vieta (upesoga.lv))","none","none",,
"Atpūtas vieta 'Sarkanās klintis'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.842801,24.48363,"Priekšā maksas stāvvieta, barjera. Iespējams no upes puses iespējams? Atpūtas vieta 'Sarkanās klintis' (upesoga.lv)","none","none",,
"Atpūtas vieta","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.84809,24.700667,"Atpūtas vieta (upesoga.lv)","none","none",,
"Atpūtas vieta 'Selgas'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.853456,24.519807,"Priekšā barjera, jāzvana. Iespējams maksas un no upes puses. Atpūtas vieta 'Selgas' (upesoga.lv)","none","none",,
"Atpūtas vieta 'Liepkalni'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.865928,24.679317,"Privāts. Atpūtas vieta 'Liepkalni' (upesoga.lv)","none","none",,
"Atpūtas vieta 'Sapali'","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.868822,24.682195,"Nepieejams. Atpūtas vieta 'Sapali' (upesoga.lv)","none","none",,
"Atpūtas vieta 'Lāčauss'","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",57.2293,26.893682,"Atpūtas vieta pie Stāmarienas ezera, ir lapene, iespēja nakšņot teltī. Iecienījuši vietējie iedzīvotāji","none","none",,
"LVM Atpūtas vieta","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",56.598627,23.0145747,"LVM atpūtas vieta","none","none",,
"LVM atpūtas vieta 'Purva trase'","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",57.94669,24.56291,"LVM atpūtas vieta nomaļā vietā. Lapenīte, ugunskura vieta, telti jābūvē nostāk, jo nav gludas vietiņas. Ceļa gals, ļoti nomaļi, diez vai speciāli brauktu. Ja vienīgi sēņojot","atputa-purvatrase","none",,"08/02/2015"
"Atpūtas vieta pie Laņģezera","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",57.991983,25.418667,"Bezmaksas atpūtas vietas skaistā vietā pie ezera, ir galdiņi, tualetes, bērnu laukums un peldvieta","none","none",,
"Žibgravas veselības taka","bezmaksas","taka","neparbaudits","standarta","vidēja",1.2,"Trail Head",56.984217,21.578783,"Takas sākumā jauka piknika vieta. Žibgravas galvenā vērtība, kā jau liecina pats nosaukums, ir pati grava. Tā bagātina ainavu, piesaista mūsu uzmanību ar pirmatnību, dabiskumu, dabas vērtību bagātību. Žibgravai cauri plūst neliela upīte Kauliņa, gravā vērojamas netraucētas dabas norises, meža dzīve.","none","none",,
